n,event type,t,r,theta,phi,pr,ptheta,pphi,beta,E,dE,
1271,collision,325.6695,1.0000,15.7555,-1.3543,-0.3999,-0.1835,0.0487,-25.1394,-0.1846,-8.31e-13,
1272,phi = 0,325.7165,1.0174,15.2682,0.0000,0.3623,-0.1952,0.0546,-23.0403,-0.1846,-2.08e-7,
1273,beta = 0,326.1185,1.1052,10.6969,16.0924,0.0876,-0.2480,0.0775,0.0000,-0.1846,-2.37e-7,
1274,pr = 0,326.2625,1.1115,9.0188,22.4512,0.0000,-0.2484,0.0748,8.8949,-0.1846,-2.94e-7,
1275,collision,326.8645,1.0000,2.6009,39.2588,-0.3859,-0.1568,0.0068,35.3568,-0.1846,-8.15e-13,
1276,pphi = 0,326.9025,1.0133,2.2950,39.3276,0.3586,-0.1470,0.0000,35.8847,-0.1846,-1.82e-7,
1277,theta = 0,327.4745,1.1146,0.0000,24.4013,0.0093,-0.0241,-0.0829,24.4013,-0.1846,-3.04e-7,
1278,pr = 0,327.4905,1.1146,-0.0166,23.6514,0.0000,-0.0218,-0.0844,23.6762,-0.1846,-2.66e-7,
1279,ptheta = 0,327.6725,1.1044,-0.1020,13.9665,-0.1135,0.0000,-0.0989,14.1194,-0.1846,-6.12e-9,
1280,phi = 0,327.9085,1.0587,-0.0163,0.0000,-0.2816,0.0113,-0.1064,0.0245,-0.1846,-3.47e-7,
1281,beta = 0,327.9085,1.0585,-0.0161,-0.0241,-0.2820,0.0113,-0.1064,-0.0000,-0.1846,-3.46e-7,
1282,theta = 0,327.9365,1.0504,0.0000,-1.7193,-0.3045,0.0111,-0.1063,-1.7193,-0.1846,-3.67e-7,
1283,collision,328.0725,1.0000,0.0642,-10.0024,-0.4283,0.0044,-0.1018,-10.0987,-0.1846,-7.33e-13,
1284,ptheta = 0,328.1197,1.0184,0.0699,-12.6004,0.3856,0.0000,-0.0989,-12.7053,-0.1846,-2.40e-7,
1285,theta = 0,328.2697,1.0669,0.0000,-20.6060,0.2643,-0.0190,-0.0862,-20.6060,-0.1846,-1.64e-7,
1286,pr = 0,328.7217,1.1230,-1.1926,-36.3220,0.0000,-0.0988,-0.0327,-34.5330,-0.1846,-2.11e-7,
1287,pphi = 0,328.9597,1.1085,-2.5341,-38.5722,-0.1222,-0.1467,0.0000,-34.7704,-0.1846,-2.32e-7,
1288,collision,329.3897,1.0000,-6.7039,-31.2109,-0.4044,-0.2279,0.0582,-21.1435,-0.1846,-8.44e-13,
1289,beta = 0,329.7449,1.0947,-11.1220,-16.7359,0.1446,-0.2460,0.0777,-0.0000,-0.1846,-2.09e-7,
1290,pr = 0,329.9829,1.1116,-13.7706,-6.4801,0.0000,-0.2257,0.0705,14.2767,-0.1846,-2.59e-7,
1291,phi = 0,330.1589,1.1026,-15.5135,0.0000,-0.1016,-0.1972,0.0569,23.4151,-0.1846,-2.45e-7,
1292,pphi = 0,330.5709,1.0096,-18.5683,7.4008,-0.3605,-0.0885,0.0000,35.5036,-0.1846,-3.62e-8,
1293,collision,330.5949,1.0000,-18.6922,7.3654,-0.3802,-0.0795,-0.0048,35.6591,-0.1846,-8.74e-13,
1294,ptheta = 0,330.8548,1.0747,-19.2222,3.4350,0.2075,0.0000,-0.0465,32.5465,-0.1846,-3.08e-7,
1295,phi = 0,330.9668,1.0941,-19.1448,0.0000,0.1414,0.0281,-0.0608,28.9919,-0.1846,-2.58e-7,
1296,pr = 0,331.2088,1.1112,-18.5348,-10.1557,0.0000,0.0768,-0.0839,17.8954,-0.1846,-2.12e-7,
1297,beta = 0,331.5088,1.0831,-17.1584,-25.9343,-0.1918,0.1111,-0.0953,-0.0000,-0.1846,-1.07e-7,
1298,collision,331.7868,1.0000,-15.4996,-40.5654,-0.4123,0.1088,-0.0828,-17.1716,-0.1846,-8.34e-13,
1299,pphi = 0,332.4445,1.1231,-13.3783,-56.9068,0.0065,0.0101,0.0000,-36.7469,-0.1846,-1.19e-7,
1300,pr = 0,332.4585,1.1232,-13.3730,-56.8999,0.0000,0.0077,0.0018,-36.7480,-0.1846,-2.28e-7,
1301,ptheta = 0,332.5025,1.1227,-13.3654,-56.7795,-0.0215,0.0000,0.0078,-36.6393,-0.1846,-1.61e-7,
1302,collision,333.1245,1.0000,-14.9784,-39.3308,-0.4137,-0.0924,0.0856,-16.7331,-0.1846,-8.29e-13,
1303,beta = 0,333.3989,1.0818,-16.3609,-24.7116,0.1968,-0.0948,0.0974,-0.0000,-0.1846,-2.85e-7,
1304,pr = 0,333.7049,1.1112,-17.5280,-8.2944,0.0000,-0.0604,0.0856,18.2074,-0.1846,-2.62e-7,
1305,phi = 0,333.8909,1.1010,-17.9049,0.0000,-0.1097,-0.0246,0.0685,27.0814,-0.1846,-4.97e-8,
1306,ptheta = 0,333.9969,1.0862,-17.9677,3.7531,-0.1713,0.0000,0.0560,30.9311,-0.1846,-3.17e-7,
1307,collision,334.3129,1.0000,-17.2076,9.6592,-0.3808,0.0943,0.0058,35.6690,-0.1846,-8.76e-13,
1308,pphi = 0,334.3454,1.0116,-17.0299,9.7111,0.3569,0.1050,0.0000,35.4483,-0.1846,-2.46e-7,
1309,phi = 0,334.8274,1.1087,-12.9715,0.0000,0.0591,0.2226,-0.0625,19.5415,-0.1846,-2.20e-7,
1310,pr = 0,334.9294,1.1117,-11.8799,-3.8752,0.0000,0.2372,-0.0696,14.0092,-0.1846,-2.52e-7,
1311,beta = 0,335.1614,1.0955,-9.1707,-13.7856,-0.1416,0.2554,-0.0765,-0.0000,-0.1846,-1.31e-7,
1312,collision,335.5194,1.0000,-4.5449,-28.1919,-0.4043,0.2341,-0.0564,-21.3709,-0.1846,-8.55e-13,
1313,pphi = 0,335.9380,1.1068,-0.3800,-35.0809,0.1300,0.1526,0.0000,-34.5109,-0.1846,-1.54e-7,
1314,theta = 0,335.9940,1.1132,0.0000,-34.9574,0.1008,0.1410,0.0077,-34.9574,-0.1846,-2.22e-7,
1315,pr = 0,336.1920,1.1231,1.0874,-32.5610,0.0000,0.1006,0.0345,-34.1922,-0.1846,-1.58e-7,
1316,ptheta = 0,336.7900,1.0190,2.3704,-8.5620,-0.3850,0.0000,0.0991,-12.1182,-0.1846,-2.12e-7,
1317,collision,336.8360,1.0000,2.3641,-5.8740,-0.4291,-0.0047,0.1019,-9.4206,-0.1846,-7.47e-13,
1318,phi = 0,336.9361,1.0377,2.3193,0.0000,0.3384,-0.0109,0.1054,-3.4795,-0.1846,-3.18e-7,
1319,beta = 0,336.9921,1.0555,2.2848,3.4276,0.2914,-0.0122,0.1059,0.0000,-0.1846,-3.45e-7,
1320,ptheta = 0,337.2581,1.1069,2.1757,19.0600,0.1021,0.0000,0.0965,15.7960,-0.1846,-3.10e-7,
1321,pr = 0,337.4241,1.1153,2.2467,27.6586,0.0000,0.0198,0.0826,24.2882,-0.1846,-1.44e-7,
1322,pphi = 0,338.0001,1.0188,4.3641,42.6175,-0.3473,0.1387,0.0000,36.0681,-0.1846,-2.85e-7,
1323,collision,338.0501,1.0000,4.7841,42.4762,-0.3863,0.1525,-0.0097,35.2958,-0.1846,-8.37e-13,
1324,pr = 0,338.6542,1.1114,10.9773,24.8893,0.0000,0.2384,-0.0765,8.3724,-0.1846,-2.96e-7,
1325,beta = 0,338.7902,1.1058,12.4859,18.8038,-0.0823,0.2370,-0.0789,0.0000,-0.1846,-3.08e-7,
1326,collision,339.2442,1.0000,17.3353,0.7426,-0.3994,0.1684,-0.0493,-25.4633,-0.1846,-8.65e-13,
1327,phi = 0,339.2723,1.0106,17.5902,0.0000,0.3770,0.1607,-0.0455,-26.5975,-0.1846,-1.87e-7,
1328,pphi = 0,339.6003,1.0972,19.5479,-4.2414,0.1660,0.0719,0.0000,-33.8561,-0.1846,-2.19e-7,
1329,ptheta = 0,339.8923,1.1234,20.0269,-1.0843,0.0149,0.0000,0.0369,-31.4401,-0.1846,-1.71e-7,
1330,pr = 0,339.9203,1.1236,20.0225,-0.4405,0.0000,-0.0067,0.0403,-30.7895,-0.1846,-1.59e-7,
1331,phi = 0,339.9403,1.1235,20.0151,0.0000,-0.0096,-0.0109,0.0424,-30.3374,-0.1846,-6.89e-8,
1332,collision,340.5663,1.0000,17.7260,25.4262,-0.4261,-0.1196,0.0882,-1.3800,-0.1846,-8.04e-13,
1333,beta = 0,340.5912,1.0094,17.5713,26.5685,0.4050,-0.1214,0.0882,0.0000,-0.1846,-2.57e-7,
1334,pr = 0,341.2052,1.1222,14.1174,52.1629,0.0000,-0.0867,0.0453,30.8780,-0.1846,-1.54e-7,
1335,pphi = 0,341.5412,1.0930,13.1983,56.6797,-0.1753,-0.0295,0.0000,36.7935,-0.1846,-2.49e-7,
1336,ptheta = 0,341.6892,1.0611,13.0913,55.7263,-0.2611,0.0000,-0.0229,36.0028,-0.1846,-6.52e-8,
1337,collision,341.8732,1.0000,13.2940,51.5994,-0.3956,0.0395,-0.0541,31.5678,-0.1846,-8.36e-13,
1338,pr = 0,342.4471,1.1082,15.3754,23.6585,0.0000,0.0841,-0.1009,0.4544,-0.1846,-3.40e-7,
1339,beta = 0,342.4531,1.1081,15.4033,23.2467,-0.0046,0.0837,-0.1009,0.0000,-0.1846,-5.08e-8,
1340,phi = 0,342.8931,1.0428,16.6599,0.0000,-0.2995,0.0211,-0.0748,-25.1697,-0.1846,-2.15e-7,
1341,ptheta = 0,342.9731,1.0164,16.7063,-3.1981,-0.3610,0.0000,-0.0641,-28.4389,-0.1846,-1.32e-7,
1342,collision,343.0151,1.0000,16.6908,-4.7065,-0.3964,-0.0128,-0.0575,-29.9236,-0.1846,-8.53e-13,
1343,pphi = 0,343.4002,1.1008,15.3860,-10.8388,0.1480,-0.1196,0.0000,-34.0589,-0.1846,-2.41e-7,
1344,pr = 0,343.6842,1.1217,13.3863,-7.8829,0.0000,-0.1838,0.0350,-28.0550,-0.1846,-2.23e-7,
1345,phi = 0,343.9662,1.1001,10.6540,0.0000,-0.1572,-0.2322,0.0605,-16.0275,-0.1846,-8.81e-8,
1346,beta = 0,344.2462,1.0300,7.1848,10.7913,-0.3531,-0.2568,0.0710,0.0000,-0.1846,-1.65e-7,
1347,collision,344.3222,1.0000,6.0728,13.9370,-0.4209,-0.2573,0.0699,4.8192,-0.1846,-8.46e-13,
1348,theta = 0,344.8417,1.1195,0.0000,29.4510,0.0740,-0.1987,0.0273,29.4510,-0.1846,-1.80e-7,
1349,pr = 0,344.9857,1.1248,-1.2167,30.9936,0.0000,-0.1720,0.0097,32.8188,-0.1846,-8.43e-8,
1350,pphi = 0,345.0617,1.1234,-1.7788,31.2044,-0.0379,-0.1571,0.0000,33.8728,-0.1846,-2.29e-7,
1351,collision,345.6577,1.0000,-4.4490,17.1499,-0.4126,-0.0270,-0.0826,23.8268,-0.1846,-8.04e-13,
1352,ptheta = 0,345.8127,1.0533,-4.5544,9.0888,0.2836,0.0000,-0.0988,15.9239,-0.1846,-5.35e-8,
1353,phi = 0,345.9667,1.0880,-4.4914,0.0000,0.1702,0.0148,-0.1070,6.7406,-0.1846,-3.72e-7,
1354,beta = 0,346.0727,1.1022,-4.4040,-6.6093,0.0965,0.0187,-0.1086,-0.0000,-0.1846,-5.49e-8,
1355,pr = 0,346.2187,1.1091,-4.2791,-15.6005,0.0000,0.0165,-0.1057,-9.1789,-0.1846,-1.85e-7,
1356,ptheta = 0,346.4167,1.0965,-4.1914,-26.9650,-0.1277,0.0000,-0.0931,-20.6752,-0.1846,-2.38e-7,
1357,collision,346.7927,1.0000,-4.8342,-42.1600,-0.3924,-0.0731,-0.0408,-34.9044,-0.1846,-8.35e-13,
1358,pphi = 0,347.0306,1.0724,-6.1107,-44.8270,0.2308,-0.1305,-0.0000,-35.6523,-0.1846,-2.13e-7,
1359,pr = 0,347.4506,1.1201,-9.4427,-37.9296,0.0000,-0.2016,0.0531,-23.7333,-0.1846,-2.48e-7,
1360,beta = 0,347.8866,1.0642,-13.9133,-20.9741,-0.2685,-0.2196,0.0756,-0.0000,-0.1846,-1.97e-7,
1361,collision,348.0726,1.0000,-16.0443,-13.0294,-0.4203,-0.2002,0.0700,11.1975,-0.1846,-8.56e-13,
1362,phi = 0,348.5282,1.1152,-19.6388,0.0000,0.1163,-0.1073,0.0267,29.7553,-0.1846,-2.17e-7,
1363,pphi = 0,348.7562,1.1285,-20.4752,1.7547,0.0016,-0.0544,0.0000,32.8050,-0.1846,-1.45e-7,
1364,pr = 0,348.7582,1.1285,-20.4829,1.7543,0.0000,-0.0537,-0.0004,32.8166,-0.1846,-1.39e-7,
1365,phi = 0,348.9822,1.1162,-20.7569,0.0000,-0.1118,-0.0007,-0.0271,31.4873,-0.1846,-1.08e-7,
1366,ptheta = 0,348.9842,1.1158,-20.7569,-0.0489,-0.1134,0.0000,-0.0275,31.4385,-0.1846,-1.79e-7,
1367,collision,349.4422,1.0000,-19.4677,-14.1146,-0.4193,0.1059,-0.0769,15.3761,-0.1846,-8.46e-13,
1368,beta = 0,349.7070,1.0820,-17.7263,-26.8068,0.2126,0.1400,-0.0874,-0.0000,-0.1846,-1.62e-7,
1369,pr = 0,350.0510,1.1174,-15.4495,-43.0067,0.0000,0.1360,-0.0733,-19.6895,-0.1846,-8.39e-8,
1370,pphi = 0,350.6110,1.0268,-12.7890,-56.3471,-0.3328,0.0468,0.0000,-37.0830,-0.1846,-4.05e-8,
1371,collision,350.6850,1.0000,-12.6324,-56.0489,-0.3880,0.0284,0.0141,-37.0227,-0.1846,-8.53e-13,
1372,ptheta = 0,350.8075,1.0414,-12.5396,-54.2937,0.3004,0.0000,0.0361,-35.4083,-0.1846,-2.66e-7,
1373,pr = 0,351.2935,1.1132,-13.4542,-35.2694,0.0000,-0.0662,0.0918,-14.9940,-0.1846,-3.20e-7,
1374,beta = 0,351.5415,1.0939,-14.2520,-21.4899,-0.1589,-0.0673,0.0996,-0.0000,-0.1846,-3.36e-7,
