n,event type,t,r,theta,phi,pr,ptheta,pphi,beta,E,dE,
1431,pphi = 0,632.8981,1.0734,15.6057,-29.8332,0.1413,0.4868,-0.0000,-53.3891,-0.0435,-2.87e-6,
1432,pr = 0,633.4681,1.1161,26.1341,-10.7118,0.0000,0.2903,0.1125,-50.6294,-0.0435,-7.33e-6,
1433,phi = 0,633.6181,1.1122,27.9760,0.0000,-0.0531,0.2437,0.1367,-42.8496,-0.0435,-7.57e-6,
1434,beta = 0,634.1481,1.0130,32.4977,50.1647,-0.3616,0.1218,0.1832,0.0000,-0.0435,-4.27e-6,
1435,collision,634.1681,1.0000,32.7315,53.7870,-0.3909,0.1179,0.1829,3.2390,-0.0435,-1.57e-9,
1436,pr = 0,634.9935,1.1249,38.4352,120.7891,0.0000,0.2179,0.0828,60.7110,-0.0435,-2.11e-6,
1437,pphi = 0,635.4735,1.1039,44.4747,132.0138,-0.0847,0.3393,0.0000,61.3920,-0.0435,-2.60e-6,
1438,collision,636.1135,1.0000,57.9423,113.4307,-0.2666,0.4430,-0.0889,16.8854,-0.0435,-1.71e-9,
1439,beta = 0,636.2839,1.0374,61.8415,104.8907,0.1982,0.4292,-0.0939,0.0001,-0.0435,-4.59e-6,
1440,pr = 0,637.0639,1.1020,74.5017,73.6406,0.0000,0.2008,-0.0305,-61.8491,-0.0435,-3.59e-6,
1441,pphi = 0,637.3039,1.0979,76.3102,71.4810,-0.0325,0.1106,0.0000,-68.8552,-0.0435,-8.67e-7,
1442,ptheta = 0,637.6039,1.0830,77.0861,74.5964,-0.0708,0.0000,0.0375,-67.8548,-0.0435,-7.35e-7,
1443,collision,638.2039,1.0000,73.1259,101.6237,-0.2275,-0.2382,0.1126,-30.2587,-0.0435,-1.79e-9,
1444,beta = 0,638.4996,1.0472,68.8906,121.2184,0.1088,-0.3050,0.1259,0.0001,-0.0435,-5.33e-6,
1445,pr = 0,638.7796,1.0624,64.3027,141.1742,0.0000,-0.3090,0.1127,30.7744,-0.0435,-4.74e-6,
1446,collision,639.4496,1.0000,55.9418,166.2888,-0.1634,-0.1242,0.0014,73.8581,-0.0435,-1.75e-9,
1447,pphi = 0,639.4671,1.0010,55.8970,166.2900,0.1623,-0.1215,0.0000,73.9502,-0.0435,-7.65e-6,
1448,ptheta = 0,639.7871,1.0444,54.8402,159.8827,0.1042,0.0000,-0.0676,69.6734,-0.0435,-3.68e-7,
1449,pr = 0,640.1671,1.0657,55.8810,138.3265,0.0000,0.1003,-0.1307,46.0194,-0.0435,-6.96e-6,
1450,beta = 0,640.6171,1.0189,58.7275,98.1903,-0.2236,0.1137,-0.1656,0.0000,-0.0435,-2.08e-6,
1451,collision,640.6871,1.0000,59.1870,90.9438,-0.2720,0.0990,-0.1644,-8.2171,-0.0435,-1.77e-9,
1452,ptheta = 0,641.0232,1.0586,60.1235,62.3631,0.1021,0.0000,-0.1385,-38.7953,-0.0435,-7.25e-6,
1453,pr = 0,641.3332,1.0733,59.2103,41.1912,0.0000,-0.1187,-0.0957,-58.0191,-0.0435,-4.70e-6,
1454,pphi = 0,641.8932,1.0407,52.5903,25.3809,-0.1110,-0.3496,0.0000,-60.3838,-0.0435,-6.60e-6,
1455,collision,642.1632,1.0000,46.1648,29.7008,-0.1828,-0.4756,0.0530,-43.9724,-0.0435,-1.83e-9,
1456,beta = 0,642.6223,1.0448,32.7781,50.6245,0.0105,-0.6056,0.0966,0.0001,-0.0435,-9.69e-6,
1457,pr = 0,642.6523,1.0449,31.9801,52.0098,0.0000,-0.6082,0.0964,2.6917,-0.0435,-1.19e-5,
1458,collision,643.1123,1.0000,16.8304,72.3336,-0.1854,-0.5532,0.0369,46.9024,-0.0435,-1.77e-9,
1459,pphi = 0,643.2753,1.0243,12.3784,73.9419,0.1388,-0.5026,0.0000,55.3013,-0.0435,-3.09e-6,
1460,pr = 0,643.7653,1.0606,1.6985,56.6203,0.0000,-0.3274,-0.1206,54.0723,-0.0435,-9.81e-6,
1461,theta = 0,643.8753,1.0583,0.0000,48.4591,-0.0444,-0.2924,-0.1441,48.4591,-0.0435,-4.18e-6,
1462,collision,644.2353,1.0000,-4.8006,9.9482,-0.2936,-0.1965,-0.2058,17.1533,-0.0435,-1.70e-9,
1463,phi = 0,644.3330,1.0213,-5.6874,0.0000,0.2194,-0.1857,-0.2118,8.5382,-0.0435,-1.90e-5,
1464,beta = 0,644.4130,1.0360,-6.4764,-9.7249,0.1513,-0.1811,-0.2136,-0.0000,-0.0435,-1.66e-5,
1465,pr = 0,644.6030,1.0503,-8.3315,-32.9608,0.0000,-0.1907,-0.2037,-20.4414,-0.0435,-1.84e-5,
1466,collision,644.9830,1.0000,-13.1933,-71.7365,-0.2435,-0.2861,-0.1325,-51.8580,-0.0435,-1.69e-9,
1467,pphi = 0,645.5594,1.0815,-24.3585,-92.2664,0.0731,-0.4701,0.0000,-55.1526,-0.0435,-6.87e-6,
1468,pr = 0,645.8694,1.0932,-31.9306,-87.2286,0.0000,-0.5375,0.0536,-37.9913,-0.0435,-6.43e-6,
1469,beta = 0,646.2994,1.0648,-43.4914,-68.8684,-0.1404,-0.5465,0.0856,-0.0001,-0.0435,-6.75e-6,
1470,collision,646.6094,1.0000,-52.2288,-54.4084,-0.2671,-0.4652,0.0658,30.6532,-0.0435,-1.73e-9,
1471,pphi = 0,647.0809,1.0916,-61.3628,-45.4521,0.1429,-0.2829,0.0000,58.3894,-0.0435,-3.49e-6,
1472,pr = 0,647.8809,1.1517,-66.6009,-68.8226,0.0000,-0.0164,-0.0968,46.9040,-0.0435,-1.42e-6,
1473,ptheta = 0,647.9309,1.1513,-66.6208,-72.0438,-0.0137,0.0000,-0.1022,43.7297,-0.0435,-2.78e-6,
1474,beta = 0,648.5009,1.0946,-64.8162,-111.5744,-0.2023,0.1242,-0.1323,-0.0000,-0.0435,-6.27e-6,
1475,collision,648.8309,1.0000,-62.4713,-136.1755,-0.3637,0.1307,-0.1157,-29.8938,-0.0435,-1.60e-9,
1476,ptheta = 0,649.5144,1.1648,-60.0176,-164.8127,0.1635,0.0000,-0.0302,-63.8817,-0.0435,-1.36e-6,
1477,pphi = 0,649.7644,1.2012,-60.2958,-166.9451,0.1282,-0.0543,0.0000,-65.4166,-0.0435,-1.15e-6,
1478,pr = 0,650.6444,1.2612,-64.5076,-145.0640,0.0000,-0.1862,0.0792,-34.1967,-0.0435,-1.85e-6,
1479,beta = 0,651.1444,1.2349,-68.0533,-119.1883,-0.1081,-0.1857,0.0946,-0.0000,-0.0435,-1.44e-6,
1480,ptheta = 0,651.9844,1.0539,-71.9638,-81.3531,-0.3316,0.0000,0.0460,47.5371,-0.0435,-2.60e-6,
1481,collision,652.1244,1.0000,-71.7089,-78.1981,-0.3820,0.0629,0.0261,50.0424,-0.0435,-1.59e-9,
1482,pphi = 0,652.3341,1.0693,-70.6070,-76.7703,0.3201,0.1440,0.0000,48.6897,-0.0435,-1.90e-6,
1483,beta = 0,653.3541,1.2772,-59.4467,-99.7123,0.1022,0.3627,-0.0592,-0.0000,-0.0435,-8.59e-7,
1484,pr = 0,653.9541,1.3069,-51.7678,-117.9949,0.0000,0.3674,-0.0398,-33.8258,-0.0435,-1.20e-6,
1485,pphi = 0,654.4641,1.2893,-45.8625,-124.1446,-0.0686,0.3200,0.0000,-51.0208,-0.0435,-6.21e-7,
1486,collision,655.8241,1.0000,-33.5166,-64.9797,-0.4894,0.1544,0.1483,-13.1407,-0.0435,-1.42e-9,
1487,beta = 0,656.0085,1.0755,-32.0075,-49.3628,0.3587,0.1656,0.1539,-0.0000,-0.0435,-1.85e-6,
1488,phi = 0,656.6385,1.2015,-26.2648,0.0000,0.0819,0.2781,0.1114,40.1247,-0.0435,-1.86e-6,
1489,pr = 0,656.9685,1.2144,-22.0731,17.5164,0.0000,0.3586,0.0686,51.0511,-0.0435,-1.71e-6,
1490,pphi = 0,657.4485,1.1932,-14.1666,27.0386,-0.0870,0.4774,0.0000,48.3983,-0.0435,-1.07e-6,
1491,theta = 0,658.0585,1.0976,0.0000,13.5587,-0.2515,0.5923,-0.0698,13.5587,-0.0435,-6.19e-6,
1492,beta = 0,658.2185,1.0527,4.6484,6.9765,-0.3228,0.5984,-0.0747,0.0000,-0.0435,-2.05e-6,
1493,collision,658.3485,1.0000,9.3415,0.8927,-0.4043,0.5865,-0.0695,-13.1508,-0.0435,-1.53e-9,
1494,phi = 0,658.3845,1.0090,10.0955,0.0000,0.3906,0.5829,-0.0677,-15.1828,-0.0435,-6.19e-6,
1495,pphi = 0,658.8945,1.1537,23.2346,-10.7110,0.2010,0.4553,0.0000,-46.0607,-0.0435,-2.61e-6,
1496,phi = 0,659.4145,1.2298,31.2733,0.0000,0.0958,0.3217,0.0700,-48.1660,-0.0435,-3.32e-6,
1497,pr = 0,659.8245,1.2504,35.4775,21.7244,0.0000,0.2321,0.1117,-33.3667,-0.0435,-3.27e-6,
1498,beta = 0,660.3745,1.2049,39.3108,61.5752,-0.1772,0.1529,0.1357,0.0000,-0.0435,-2.40e-6,
1499,collision,661.0045,1.0000,43.7456,106.2046,-0.4815,0.1701,0.0891,36.8846,-0.0435,-1.39e-9,
1500,pphi = 0,661.7706,1.2537,51.1942,123.2998,0.2383,0.2713,0.0000,40.2346,-0.0435,-1.13e-6,
1501,beta = 0,662.9106,1.4205,61.6548,104.4806,0.0656,0.2881,-0.0426,0.0000,-0.0435,-1.15e-7,
1502,pr = 0,663.4406,1.4378,65.6933,92.0871,0.0000,0.2434,-0.0354,-21.5143,-0.0435,-8.82e-8,
1503,pphi = 0,664.3606,1.3928,70.4786,81.9005,-0.0972,0.1200,0.0000,-43.2385,-0.0435,-5.31e-7,
1504,ptheta = 0,665.0506,1.2976,71.7902,89.0162,-0.1833,0.0000,0.0366,-39.4313,-0.0435,-6.24e-7,
1505,beta = 0,665.9606,1.0378,68.3406,119.8820,-0.4329,-0.1639,0.0739,0.0000,-0.0435,-2.55e-7,
1506,collision,666.0406,1.0000,67.5640,123.3961,-0.4766,-0.1736,0.0732,5.3823,-0.0435,-1.49e-9,
1507,pphi = 0,667.2033,1.3301,60.0167,150.2407,0.1705,-0.1037,0.0000,49.3115,-0.0435,-7.42e-7,
1508,pr = 0,668.5533,1.4480,58.1331,118.7492,0.0000,-0.0124,-0.0715,21.8058,-0.0435,-5.88e-7,
1509,beta = 0,669.0633,1.4285,57.9106,96.4793,-0.0781,-0.0247,-0.0787,0.0000,-0.0435,-7.42e-7,
1510,pphi = 0,670.6133,1.0801,50.4732,49.2838,-0.4166,-0.2895,0.0000,-32.4040,-0.0435,-5.11e-7,
1511,collision,670.7833,1.0000,47.5056,50.2444,-0.4998,-0.3479,0.0193,-25.8853,-0.0435,-1.47e-9,
1512,beta = 0,671.2668,1.1864,38.3453,59.9250,0.3023,-0.4439,0.0428,0.0000,-0.0435,-1.93e-6,
1513,pphi = 0,672.1768,1.3639,24.3184,73.8334,0.1136,-0.4242,0.0000,36.7826,-0.0435,-8.43e-7,
1514,pr = 0,672.9868,1.4107,15.0263,59.4718,0.0000,-0.3490,-0.0609,36.8009,-0.0435,-8.61e-7,
1515,beta = 0,674.0068,1.3112,5.3309,8.0022,-0.2196,-0.2994,-0.1037,0.0000,-0.0435,-1.48e-6,
1516,phi = 0,674.1468,1.2786,3.9428,0.0000,-0.2618,-0.3023,-0.1026,-5.9165,-0.0435,-1.17e-6,
1517,theta = 0,674.4768,1.1716,0.0000,-18.5490,-0.3872,-0.3238,-0.0893,-18.5490,-0.0435,-2.20e-6,
1518,collision,674.8268,1.0000,-6.0254,-33.6284,-0.5900,-0.3743,-0.0534,-24.5819,-0.0435,-1.30e-9,
1519,pphi = 0,675.5097,1.2827,-17.9936,-41.8090,0.3048,-0.4344,-0.0000,-14.5913,-0.0435,-1.06e-7,
1520,beta = 0,676.0897,1.4237,-25.8841,-39.5215,0.1876,-0.4288,0.0100,-0.0000,-0.0435,-3.73e-7,
1521,pphi = 0,676.8497,1.5252,-34.0061,-36.7430,0.0862,-0.3849,0.0000,15.9040,-0.0435,-1.96e-7,
1522,pr = 0,677.6697,1.5599,-40.9339,-41.6768,0.0000,-0.3187,-0.0217,22.7003,-0.0435,-2.56e-7,
1523,beta = 0,679.4397,1.3785,-51.8583,-84.3440,-0.2302,-0.1780,-0.0545,-0.0000,-0.0435,-1.85e-7,
1524,collision,680.4597,1.0000,-57.9869,-112.0386,-0.5689,-0.1317,-0.0289,-15.4003,-0.0435,-1.48e-9,
1525,pphi = 0,681.3056,1.3357,-62.2326,-117.6824,0.2863,-0.1109,0.0000,-11.9292,-0.0435,2.86e-11,
1526,beta = 0,682.5756,1.5801,-65.3546,-112.8154,0.1197,-0.0705,0.0097,-0.0000,-0.0435,-5.93e-8,
1527,pr = 0,683.9856,1.6615,-66.5903,-106.7492,0.0000,-0.0078,0.0037,8.9524,-0.0435,-8.97e-8,
1528,ptheta = 0,684.1456,1.6605,-66.6033,-106.4559,-0.0126,0.0000,0.0026,9.2765,-0.0435,-9.35e-8,
1529,pphi = 0,684.5056,1.6508,-66.5358,-106.1831,-0.0413,0.0180,0.0000,9.3902,-0.0435,-9.70e-8,
1530,beta = 0,686.0756,1.4754,-64.4006,-110.6231,-0.1941,0.0972,-0.0080,-0.0000,-0.0435,-7.60e-8,
1531,pphi = 0,687.0056,1.2256,-60.9334,-113.6465,-0.3643,0.1386,0.0000,-10.7399,-0.0435,4.50e-7,
1532,collision,687.4956,1.0000,-57.5287,-111.3882,-0.5686,0.1561,0.0190,-15.7024,-0.0435,-1.49e-9,
1533,beta = 0,688.8198,1.4382,-49.1194,-79.1306,0.1850,0.2001,0.0537,-0.0000,-0.0435,-3.51e-8,
1534,pr = 0,690.2898,1.5643,-40.0465,-41.0546,0.0000,0.3067,0.0298,21.7861,-0.0435,-2.58e-7,
1535,pphi = 0,691.3798,1.5017,-30.8247,-31.9164,-0.1184,0.3944,0.0000,15.5209,-0.0435,-2.94e-7,
1536,beta = 0,692.0898,1.3822,-22.6949,-34.5055,-0.2251,0.4356,-0.0100,-0.0000,-0.0435,-3.39e-7,
1537,pphi = 0,692.6198,1.2316,-14.8744,-36.5929,-0.3513,0.4388,0.0000,-14.1539,-0.0435,-1.12e-7,
1538,collision,693.1198,1.0000,-5.0982,-31.6329,-0.5921,0.3904,0.0416,-23.9806,-0.0435,-1.34e-9,
1539,theta = 0,693.4094,1.1398,0.0000,-22.4215,0.4296,0.3470,0.0721,-22.4215,-0.0435,-1.35e-6,
1540,phi = 0,693.8694,1.2935,5.6687,0.0000,0.2604,0.3083,0.0959,-8.5100,-0.0435,-2.25e-7,
1541,beta = 0,694.0694,1.3415,7.7684,11.6705,0.2003,0.3021,0.0982,0.0000,-0.0435,-3.30e-7,
1542,pr = 0,695.0594,1.4309,16.8115,59.8671,0.0000,0.3404,0.0617,34.4650,-0.0435,-4.60e-7,
1543,pphi = 0,695.9594,1.3757,26.5119,75.8977,-0.1224,0.4140,0.0000,35.3808,-0.0435,-6.83e-7,
1544,beta = 0,696.8694,1.1896,40.0289,62.8104,-0.3105,0.4280,-0.0401,0.0000,-0.0435,-1.56e-6,
1545,collision,697.3294,1.0000,48.7884,53.7647,-0.5079,0.3334,-0.0180,-24.7464,-0.0435,-1.52e-9,
1546,pphi = 0,697.5177,1.0807,51.5977,52.8749,0.4244,0.2767,0.0000,-30.9662,-0.0435,-4.18e-7,
1547,beta = 0,699.0777,1.4413,58.5201,97.7541,0.0874,0.0186,0.0744,0.0000,-0.0435,-4.73e-7,
1548,pr = 0,699.6777,1.4670,58.6721,122.4674,0.0000,0.0069,0.0651,24.3938,-0.0435,-5.16e-7,
1549,pphi = 0,700.9877,1.3653,60.1609,149.6310,-0.1531,0.0906,0.0000,48.3924,-0.0435,-2.05e-7,
1550,collision,702.2877,1.0000,67.6586,118.5446,-0.4900,0.1463,-0.0712,0.3046,-0.0435,-1.54e-9,
1551,beta = 0,702.3046,1.0024,67.7002,118.3399,0.4871,0.1455,-0.0712,0.0000,-0.0435,7.87e-9,
1552,ptheta = 0,703.0946,1.2682,70.4958,91.5142,0.2312,0.0000,-0.0408,-33.6677,-0.0435,-3.87e-7,
1553,pphi = 0,703.9246,1.4079,68.6798,82.1467,0.1174,-0.1382,0.0000,-38.5582,-0.0435,-3.71e-7,
1554,pr = 0,705.0246,1.4725,62.4932,94.4931,0.0000,-0.2654,0.0338,-11.8372,-0.0435,-4.14e-8,
1555,beta = 0,705.3446,1.4665,60.0952,101.0976,-0.0372,-0.2870,0.0360,0.0000,-0.0435,-4.52e-7,
1556,pphi = 0,706.5346,1.3335,50.0199,117.6969,-0.1929,-0.2799,0.0000,36.8694,-0.0435,-3.62e-7,
1557,collision,707.5846,1.0000,40.1191,90.3038,-0.5185,-0.1785,-0.1019,27.3378,-0.0435,-1.42e-9,
1558,beta = 0,708.0941,1.1854,36.0693,56.0808,0.2555,-0.1818,-0.1298,0.0000,-0.0435,-3.38e-6,
1559,pr = 0,708.9641,1.2829,28.4580,0.5249,0.0000,-0.3159,-0.0790,-43.0962,-0.0435,-2.31e-6,
1560,phi = 0,708.9741,1.2828,28.3290,0.0000,-0.0023,-0.3182,-0.0779,-43.4145,-0.0435,-2.41e-6,
1561,pphi = 0,709.6741,1.2389,18.6334,-15.9529,-0.1219,-0.4634,0.0000,-44.1560,-0.0435,-1.00e-6,
1562,phi = 0,710.4041,1.0833,2.1882,0.0000,-0.3340,-0.5776,0.0636,-3.2827,-0.0435,-1.94e-6,
1563,beta = 0,710.4541,1.0691,1.0068,1.5103,-0.3537,-0.5783,0.0639,0.0000,-0.0435,-1.31e-6,
1564,theta = 0,710.4841,1.0566,0.0000,2.7657,-0.3711,-0.5780,0.0637,2.7657,-0.0435,-7.62e-6,
1565,collision,710.6141,1.0000,-4.2956,7.6229,-0.4511,-0.5674,0.0574,14.0692,-0.0435,-1.50e-9,
1566,pphi = 0,711.0972,1.1604,-16.3352,15.9178,0.2565,-0.4663,0.0000,40.5899,-0.0435,-2.43e-6,
1567,phi = 0,711.7672,1.2812,-26.3036,0.0000,0.1108,-0.3203,-0.0787,40.1863,-0.0435,-1.93e-8,
1568,pr = 0,712.2372,1.3082,-30.7992,-26.4208,0.0000,-0.2443,-0.1128,20.9752,-0.0435,-1.95e-6,
1569,beta = 0,712.6072,1.2890,-33.6468,-52.0536,-0.1049,-0.2080,-0.1221,-0.0000,-0.0435,-1.37e-6,
1570,collision,713.6372,1.0000,-43.2665,-108.5377,-0.4855,-0.2708,-0.0382,-40.0683,-0.0435,-1.40e-9,
1571,pphi = 0,713.9239,1.1176,-47.4122,-111.3395,0.3685,-0.3105,0.0000,-35.3821,-0.0435,-8.00e-7,
1572,beta = 0,714.8239,1.3454,-58.2228,-97.1311,0.1649,-0.3158,0.0400,-0.0000,-0.0435,-3.72e-7,
1573,pr = 0,716.1939,1.4474,-67.8970,-77.5455,0.0000,-0.1562,0.0003,41.2667,-0.0435,-4.73e-7,
1574,pphi = 0,716.2039,1.4474,-67.9289,-77.5447,-0.0007,-0.1551,0.0000,41.3441,-0.0435,-3.90e-7,
1575,ptheta = 0,717.2839,1.3884,-70.2640,-92.3575,-0.1147,0.0000,-0.0468,32.2462,-0.0435,-1.48e-7,
1576,beta = 0,718.1239,1.2354,-68.7497,-120.8751,-0.2664,0.0976,-0.0668,-0.0000,-0.0435,-7.41e-7,
1577,collision,718.7539,1.0000,-65.6000,-142.5566,-0.4944,0.1000,-0.0406,-29.1723,-0.0435,-1.48e-9,
1578,pphi = 0,719.2238,1.1823,-63.9329,-147.5964,0.3328,0.0512,0.0000,-38.0370,-0.0435,-2.64e-7,
1579,ptheta = 0,719.9338,1.3666,-63.3594,-138.1693,0.1968,0.0000,0.0420,-29.9042,-0.0435,-3.48e-7,
1580,ptheta = 0,720.7438,1.4783,-63.4779,-113.0668,0.0804,0.0000,0.0605,-4.5351,-0.0435,-3.95e-7,
1581,beta = 0,720.8738,1.4877,-63.4689,-108.5113,0.0633,0.0056,0.0608,-0.0000,-0.0435,-2.76e-7,
1582,pr = 0,721.3938,1.5036,-63.1927,-91.1426,0.0000,0.0400,0.0561,16.7482,-0.0435,-3.21e-8,
1583,pphi = 0,722.9338,1.3682,-57.8131,-62.8291,-0.1800,0.2304,0.0000,33.4472,-0.0435,-2.18e-7,
1584,beta = 0,723.8938,1.1053,-46.7237,-74.6933,-0.4064,0.3796,-0.0362,-0.0001,-0.0435,-8.00e-7,
1585,collision,724.1138,1.0000,-42.1062,-79.1885,-0.5232,0.3994,-0.0302,-12.7649,-0.0435,-1.42e-9,
1586,pphi = 0,724.4973,1.1623,-34.7623,-82.6455,0.3538,0.3882,0.0000,-28.7453,-0.0435,-5.17e-7,
1587,pr = 0,726.1873,1.4404,-16.7452,-25.8499,0.0000,0.3069,0.0915,-0.5495,-0.0435,-1.13e-6,
1588,beta = 0,726.1973,1.4403,-16.6270,-25.1192,-0.0027,0.3072,0.0915,-0.0000,-0.0435,-3.42e-7,
1589,phi = 0,726.6973,1.4152,-12.2298,0.0000,-0.0988,0.3313,0.0824,18.4151,-0.0435,-1.23e-6,
1590,theta = 0,727.6773,1.2197,0.0000,30.2836,-0.3107,0.4421,0.0155,30.2836,-0.0435,-8.60e-8,
1591,pphi = 0,727.8473,1.1643,3.0201,31.0185,-0.3624,0.4648,0.0000,26.4873,-0.0435,-1.12e-6,
1592,collision,728.2073,1.0000,11.8077,27.5501,-0.5465,0.5016,-0.0305,9.7753,-0.0435,-1.39e-9,
1593,beta = 0,728.3827,1.0812,16.1666,24.4141,0.4469,0.4993,-0.0346,0.0000,-0.0435,-1.49e-6,
1594,pphi = 0,729.1127,1.3118,29.4973,15.6181,0.2210,0.4071,0.0000,-29.6730,-0.0435,-8.49e-7,
1595,pr = 0,730.5827,1.4694,42.5352,51.3770,0.0000,0.2206,0.0738,-15.8006,-0.0435,-4.90e-7,
1596,beta = 0,731.0427,1.4532,45.0117,71.5861,-0.0724,0.1886,0.0792,0.0000,-0.0435,-7.34e-7,
1597,pphi = 0,732.7027,1.0677,55.8509,121.8862,-0.4468,0.2276,0.0000,29.6400,-0.0435,2.26e-7,
1598,collision,732.8327,1.0000,57.6092,121.3392,-0.5153,0.2368,-0.0136,25.4865,-0.0435,-1.50e-9,
1599,beta = 0,733.4655,1.2433,64.2852,110.3599,0.2912,0.2192,-0.0376,0.0000,-0.0435,-3.29e-7,
1600,pphi = 0,734.9655,1.4962,70.6945,91.2232,0.0798,0.0523,0.0000,-34.4560,-0.0435,-2.90e-7,
1601,ptheta = 0,735.4355,1.5236,71.0018,93.2479,0.0370,0.0000,0.0148,-33.2032,-0.0435,-2.14e-7,
1602,pr = 0,735.8455,1.5313,70.7890,98.0852,0.0000,-0.0416,0.0260,-27.8309,-0.0435,-1.63e-7,
1603,beta = 0,736.9255,1.4739,68.4654,120.1844,-0.1121,-0.1210,0.0413,0.0000,-0.0435,-2.82e-7,
1604,pphi = 0,738.2755,1.1898,63.1220,142.2590,-0.3356,-0.1031,0.0000,34.5265,-0.0435,-2.53e-7,
1605,collision,738.7255,1.0000,61.3798,137.0102,-0.5042,-0.0543,-0.0431,33.1314,-0.0435,-1.51e-9,
1606,beta = 0,739.6014,1.2910,60.0228,100.9423,0.2077,-0.0466,-0.0857,0.0000,-0.0435,-1.16e-6,
1607,pr = 0,740.8314,1.4045,55.6483,51.1942,0.0000,-0.2049,-0.0440,-40.6415,-0.0435,-1.46e-7,
1608,pphi = 0,741.5814,1.3723,49.8291,41.6456,-0.0868,-0.3253,0.0000,-38.8210,-0.0435,-7.63e-7,
1609,beta = 0,742.5714,1.2078,36.2215,56.3358,-0.2690,-0.4647,0.0421,0.0000,-0.0435,-4.26e-7,
1610,collision,743.1314,1.0000,23.9060,66.3932,-0.4976,-0.4536,0.0059,29.9906,-0.0435,-1.44e-9,
1611,pphi = 0,743.1742,1.0185,22.9442,66.4568,0.4756,-0.4475,0.0000,31.5616,-0.0435,-1.12e-6,
1612,beta = 0,744.5542,1.3402,3.6331,5.4515,0.0343,-0.3051,-0.1169,0.0000,-0.0435,-8.55e-7,
1613,phi = 0,744.6442,1.3421,2.8397,0.0000,0.0123,-0.3063,-0.1164,-4.2604,-0.0435,-4.74e-7,
1614,pr = 0,744.6842,1.3423,2.3920,-3.0537,0.0000,-0.3074,-0.1158,-6.6423,-0.0435,-2.17e-6,
1615,theta = 0,744.9242,1.3348,0.0000,-18.5549,-0.0628,-0.3188,-0.1085,-18.5549,-0.0435,-2.19e-6,
1616,pphi = 0,746.0342,1.1107,-15.9978,-58.6552,-0.3540,-0.4673,0.0000,-34.4994,-0.0435,-6.03e-7,
1617,collision,746.2942,1.0000,-22.7250,-55.9392,-0.4816,-0.5042,0.0345,-21.3867,-0.0435,-1.48e-9,
1618,beta = 0,746.6323,1.1273,-30.9196,-47.5913,0.3263,-0.5013,0.0505,-0.0000,-0.0435,-2.22e-7,
1619,pphi = 0,747.5423,1.3137,-45.9505,-31.6222,0.1174,-0.3505,0.0000,41.6614,-0.0435,-7.83e-7,
1620,pr = 0,748.4223,1.3660,-53.4682,-48.1212,0.0000,-0.1894,-0.0625,39.3636,-0.0435,-7.76e-7,
1621,beta = 0,749.3923,1.2840,-57.0778,-94.7541,-0.1864,-0.0606,-0.0961,-0.0000,-0.0435,-1.42e-6,
1622,collision,750.2623,1.0000,-59.1168,-135.5816,-0.4937,-0.0785,-0.0462,-36.5692,-0.0435,-1.54e-9,
1623,pphi = 0,750.7217,1.1792,-61.3915,-140.9617,0.3331,-0.1336,0.0000,-37.0574,-0.0435,-5.81e-7,
1624,beta = 0,751.9917,1.4486,-67.9580,-118.9588,0.1146,-0.1558,0.0437,-0.0000,-0.0435,-3.65e-7,
1625,pr = 0,753.0517,1.5060,-71.2015,-96.2705,0.0000,-0.0703,0.0264,30.6841,-0.0435,-2.72e-7,
1626,ptheta = 0,753.6617,1.4886,-71.7635,-90.3636,-0.0563,0.0000,0.0064,38.0159,-0.0435,-1.34e-7,
1627,pphi = 0,753.8417,1.4771,-71.7129,-90.0362,-0.0728,0.0219,0.0000,38.2144,-0.0435,-3.00e-7,
1628,beta = 0,755.4017,1.2183,-65.7074,-113.6341,-0.2987,0.2109,-0.0449,-0.0000,-0.0435,-5.02e-7,
1629,collision,755.9517,1.0000,-59.8518,-126.0442,-0.5050,0.2265,-0.0236,-25.4681,-0.0435,-1.55e-9,
1630,pphi = 0,756.2156,1.1122,-57.0417,-127.7296,0.3965,0.2076,0.0000,-33.0499,-0.0435,-1.01e-7,
1631,beta = 0,757.9056,1.4608,-47.8089,-76.6899,0.0536,0.1609,0.0788,-0.0000,-0.0435,-3.22e-7,
1632,pr = 0,758.2556,1.4699,-46.2437,-61.4266,0.0000,0.1839,0.0757,12.3903,-0.0435,-3.75e-7,
1633,pphi = 0,759.8056,1.2913,-33.6982,-21.4209,-0.2382,0.3868,0.0000,30.7176,-0.0435,-4.40e-7,
1634,beta = 0,760.5356,1.0456,-20.2396,-30.6852,-0.4833,0.4928,-0.0371,-0.0000,-0.0435,-1.17e-6,
1635,collision,760.6156,1.0000,-17.8190,-32.5607,-0.5409,0.4974,-0.0358,-5.6115,-0.0435,-1.47e-9,
1636,pphi = 0,761.1183,1.2035,-6.5880,-38.2520,0.3174,0.4617,0.0000,-28.3590,-0.0435,-1.07e-6,
1637,theta = 0,761.5383,1.3141,0.0000,-33.7520,0.2165,0.4090,0.0368,-33.7520,-0.0435,-9.83e-7,
1638,phi = 0,762.4283,1.4308,9.6837,0.0000,0.0471,0.3260,0.0877,-14.5603,-0.0435,-7.51e-7,
1639,pr = 0,762.6683,1.4366,11.8420,12.5414,0.0000,0.3151,0.0923,-5.2855,-0.0435,-1.16e-6,
